tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0001242,short,Hamlet,Hamlet,0,1908,\N,\N,"Drama,Short",6,18
tt0001245,short,Her Terrible Ordeal,Her Terrible Ordeal,0,1910,\N,10,"Drama,Short",5.6,70
tt0001253,short,His Sister-in-Law,His Sister-In-Law,0,1910,\N,17,"Drama,Short",5.6,23
tt0001254,short,The Honor of His Family,The Honor of His Family,0,1910,\N,11,"Drama,Short",4.4,23
tt0001256,short,The House with Closed Shutters,The House with Closed Shutters,0,1910,\N,17,"Drama,Short,War",5.8,542
tt0001258,short,The White Slave Trade,Den hvide slavehandel,0,1910,\N,33,"Drama,Short",5.8,143
tt0001262,short,In Life's Cycle,In Life's Cycle,0,1910,\N,17,"Drama,Short",5.2,28
tt0001264,short,In Old California,In Old California,0,1910,\N,17,"Drama,History,Short",7.1,70
tt0001265,short,In the Border States,In the Border States,0,1910,\N,17,"Drama,Short,War",6.4,521
tt0001277,movie,Kapergasten,Kapergasten,0,1910,\N,\N,Drama,4.4,23
tt0001280,short,Copenhagen by Night,København ved Nat,0,1910,\N,25,Short,4.8,31
tt0001282,short,The Land of Oz,The Land of Oz,0,1910,\N,\N,"Fantasy,Short",6.8,34
tt0001283,short,The Last Deal,The Last Deal,0,1910,\N,11,"Drama,Short",5.8,22
tt0001284,short,The Lesson,The Lesson,0,1910,\N,17,"Drama,Short",4.8,44
tt0001285,movie,The Life of Moses,The Life of Moses,0,1909,\N,50,"Biography,Drama,Family",5.6,58
tt0001292,short,Love Among the Roses,Love Among the Roses,0,1910,\N,16,"Romance,Short",5,59
tt0001294,short,Love's C. Q. D.,Love's C. Q. D.,0,1910,\N,10,"Romance,Short,Western",7.2,16
tt0001299,short,Macbeth,Macbeth,0,1909,\N,\N,"Drama,Short",3.9,16
tt0001303,short,The Man,The Man,0,1910,\N,16,"Drama,Short",6,17
tt0001306,short,The Fairy Bookseller,Le marchand d'images,0,1910,\N,\N,"Fantasy,Short",4.8,11
tt0001307,short,The Marked Time-Table,The Marked Time-Table,0,1910,\N,17,"Drama,Short",5.5,16
tt0001310,short,May and December,May and December,0,1910,\N,7,"Comedy,Romance,Short",5.4,27
tt0001313,short,Et menneskeliv,Et menneskeliv,0,1910,\N,13,Short,5.1,14
tt0001314,short,Il mercante di Venezia,Il mercante di Venezia,0,1911,\N,19,"Drama,Short",5.8,155
tt0001315,short,The Message of the Violin,The Message of the Violin,0,1910,\N,17,"Drama,Short",5.8,23
tt0001321,short,The Cowboy Millionaire,The Cowboy Millionaire,0,1909,\N,22,"Short,Western",5.3,55
tt0001326,short,The Modern Prodigal,The Modern Prodigal,0,1910,\N,17,"Drama,Short",5.6,56
tt0001330,short,"A Mother's Devotion; or, the Firing of the Patchwork Quilt","A Mother's Devotion; or, The Firing of the Patchwork Quilt",0,1912,\N,7,Short,5.7,35
tt0001332,short,Muggsy Becomes a Hero,Muggsy Becomes a Hero,0,1910,\N,8,"Comedy,Short",5.4,32
tt0001333,short,Muggsy's First Sweetheart,Muggsy's First Sweetheart,0,1910,\N,16,"Comedy,Short",5.7,52
tt0001334,short,Never Again,Never Again,0,1910,\N,\N,"Comedy,Short",6.4,16
tt0001337,short,The Newlyweds,The Newlyweds,0,1910,\N,16,"Comedy,Short",5.8,54
tt0001338,movie,A Night in May,"Maiskaya noch, ili utoplennitsa",0,1910,\N,\N,Drama,5.3,16
tt0001340,short,The Oath and the Man,The Oath and the Man,0,1910,\N,17,"Drama,Short",5.1,95
tt0001351,short,Over Silent Paths,Over Silent Paths,0,1910,\N,16,"Drama,Short,Western",6.1,58
tt0001358,movie,Peder Tordenskjold,Peder Tordenskjold,0,1910,\N,\N,\N,4.2,25
tt0001370,movie,Rainha Depois de Morta Inês de Castro,Rainha Depois de Morta Inês de Castro,0,1910,\N,\N,"Drama,History",5.3,24
tt0001371,short,Ramona,Ramona,0,1910,\N,17,"Drama,Romance,Short",5.9,400
tt0001377,short,Re Lear,Re Lear,0,1910,\N,\N,"Drama,Short",4.8,27
tt0001378,short,Re Lear,Re Lear,0,1910,\N,16,"Drama,Short",6,210
tt0001380,short,Regina von Emmeritz och konung Gustaf II Adolf,Regina von Emmeritz och konung Gustaf II Adolf,0,1910,\N,44,"Drama,Short",3.6,11
tt0001381,short,A Recruit from 64,En rekrut fra 64,0,1910,\N,35,"Drama,Short,War",5.4,37
tt0001385,short,The Rocky Road,The Rocky Road,0,1910,\N,11,"Drama,Short",5.4,70
tt0001386,movie,Le roi des parfums,Le roi des parfums,0,1910,\N,\N,\N,4.4,18
tt0001387,short,A Romance of the Western Hills,A Romance of the Western Hills,0,1910,\N,16,"Romance,Short,Western",5.7,30
tt0001388,short,Rose o' Salem Town,Rose o' Salem Town,0,1910,\N,17,"Drama,Short",5.6,81
tt0001396,short,Simple Charity,Simple Charity,0,1910,\N,17,"Drama,Short",2.9,17
tt0001400,short,The Song of the Wildwood Flute,The Song of the Wildwood Flute,0,1910,\N,17,"Drama,Short",6.4,17
tt0001401,short,The Sorrows of the Unfaithful,The Sorrows of the Unfaithful,0,1910,\N,17,"Drama,Short",6.1,27
tt0001407,short,Sunshine Sue,Sunshine Sue,0,1910,\N,17,"Drama,Short",5.9,19
tt0001410,short,Taming a Husband,Taming a Husband,0,1910,\N,16,"Comedy,Short",3.9,17
tt0001414,short,That Chink at Golden Gulch,That Chink at Golden Gulch,0,1910,\N,17,"Short,Western",6.4,62
tt0001423,short,A Woman's Treachery,A Woman's Treachery,0,1910,\N,10,"Crime,Drama,Short",4.2,13
tt0001428,short,The Two Brothers,The Two Brothers,0,1910,\N,17,"Short,Western",5.1,51
tt0001431,short,The Unchanging Sea,The Unchanging Sea,0,1910,\N,14,"Drama,Short",6.3,749
tt0001432,short,Uncle Tom's Cabin,Uncle Tom's Cabin,0,1910,\N,42,"Drama,Short",5.6,27
tt0001439,short,The Usurer,The Usurer,0,1910,\N,17,"Drama,Short",5.9,256
tt0001440,movie,Valdemar Sejr,Valdemar Sejr,0,1910,\N,\N,"Drama,History",4.7,20
tt0001443,short,A Victim of Jealousy,A Victim of Jealousy,0,1910,\N,16,"Drama,Short",5.8,16
tt0001444,short,Värmlänningarne,Värmlänningarne,0,1910,\N,23,Short,3.3,32
tt0001446,short,The Way of the World,The Way of the World,0,1910,\N,16,"Drama,Short",5.3,17
tt0001452,short,What the Daisy Said,What the Daisy Said,0,1910,\N,16,"Romance,Short",5.5,202
tt0001454,short,When We Were in Our Teens,When We Were in Our Teens,0,1910,\N,5,"Comedy,Short",5.5,30
tt0001456,short,White Roses,White Roses,0,1910,\N,\N,"Comedy,Romance,Short",8.5,17
tt0001458,short,Wilful Peggy,Wilful Peggy,0,1910,\N,17,"Comedy,Romance,Short",5.8,192
tt0001459,short,Winning Back His Love,Winning Back His Love,0,1910,\N,17,"Drama,Romance,Short",5.4,57
tt0001460,short,The Woman from Mellon's,The Woman from Mellon's,0,1910,\N,11,"Drama,Short",2.9,17
tt0001461,short,The Woman Hater,The Woman Hater,0,1910,\N,13,"Romance,Short",6,27
tt0001463,short,The Wonderful Wizard of Oz,The Wonderful Wizard of Oz,0,1910,\N,13,"Adventure,Fantasy,Short",5.7,1517
tt0001469,short,The Adventures of Billy,The Adventures of Billy,0,1911,\N,18,"Drama,Short",5.8,134
tt0001475,movie,Amor fatal,Amor fatal,0,1911,\N,\N,"Drama,Romance",7.3,20
tt0001481,short,Artful Kate,Artful Kate,0,1911,\N,10,"Drama,Short",5.8,36
tt0001482,short,As in a Looking Glass,As in a Looking Glass,0,1911,\N,30,"Drama,Short",5.1,77
tt0001488,short,The Hallucinations of Baron Munchausen,Les Aventures du baron de Münchhausen,0,1911,\N,11,"Fantasy,Short",6.2,470
tt0001490,short,Back to the Primitive,Back to the Primitive,0,1911,\N,14,"Short,Western",4.7,23
tt0001496,short,The Baron,The Baron,0,1911,\N,7,"Comedy,Short",4.4,61
tt0001497,short,The Battle of Bunker Hill,The Battle of Bunker Hill,0,1911,\N,\N,"Short,War",7.2,10
tt0001498,movie,The Battle of Trafalgar,The Battle of Trafalgar,0,1911,\N,51,War,7.7,12
tt0001499,short,The Battle,The Battle,0,1911,\N,17,"Action,Drama,Short",5.6,352
tt0001500,short,Bedraget i døden,Bedraget i døden,0,1911,\N,\N,"Drama,Short",5.7,7
tt0001508,short,The Blind Princess and the Poet,The Blind Princess and the Poet,0,1911,\N,\N,"Romance,Short",5,51
tt0001510,short,"Bobby, the Coward","Bobby, the Coward",0,1911,\N,18,"Drama,Short",5.3,68
tt0001517,short,The Broken Cross,The Broken Cross,0,1911,\N,17,"Romance,Short",5.6,44
tt0001518,short,Broncho Billy's Adventure,Broncho Billy's Adventure,0,1911,\N,\N,"Short,Western",5.7,16
tt0001519,short,Broncho Billy's Christmas Dinner,Broncho Billy's Christmas Dinner,0,1911,\N,12,"Short,Western",5.2,38
tt0001527,short,The Cameraman's Revenge,Mest kinematograficheskogo operatora,0,1912,\N,12,"Animation,Comedy,Fantasy",7.7,2872
tt0001529,short,Captain Kate,Captain Kate,0,1911,\N,14,"Drama,Short",4.1,21
tt0001530,movie,The Bushranger's Bride,"Captain Midnight, the Bush King",0,1911,\N,\N,Drama,6,17
tt0001531,movie,"Captain Starlight, or Gentleman of the Road","Captain Starlight, or Gentleman of the Road",0,1911,\N,\N,\N,4.6,14
tt0001532,short,Carmen o la hija del contrabandista,Carmen o la hija del contrabandista,0,1911,\N,25,Short,4.8,13
tt0001542,short,The Chief's Daughter,The Chief's Daughter,0,1911,\N,17,"Romance,Short",4,35
tt0001544,short,A Christmas Carol,A Christmas Carol,0,1910,\N,11,"Drama,Fantasy,Short",6,718
tt0001545,short,Cinderella,Cinderella,0,1911,\N,14,"Fantasy,Short",6.1,134
tt0001550,short,The Coffin Ship,The Coffin Ship,0,1911,\N,15,"Adventure,Short",5.5,49
tt0001551,short,Comrades,Comrades,0,1911,\N,13,"Comedy,Short",5.2,97
tt0001552,short,Conscience,Conscience,0,1911,\N,11,"Drama,Short",4.8,39
tt0001557,short,A Country Cupid,A Country Cupid,0,1911,\N,18,"Romance,Short",4.8,101
tt0001560,short,The Cowboy Coward,The Cowboy Coward,0,1911,\N,11,"Short,Western",4.1,21
tt0001563,short,Os Crimes de Diogo Alves,Os Crimes de Diogo Alves,0,1911,\N,23,"Crime,Drama,Short",5.8,37
tt0001564,short,The Crooked Road,The Crooked Road,0,1911,\N,17,"Drama,Short",4.1,31
tt0001571,short,Dan the Dandy,Dan the Dandy,0,1911,\N,17,"Comedy,Drama,Short",4.4,29
tt0001577,short,A Decree of Destiny,A Decree of Destiny,0,1911,\N,17,"Drama,Romance,Short",4.4,31
tt0001582,short,The Diamond Star,The Diamond Star,0,1911,\N,17,"Drama,Short",4.4,32
tt0001583,short,La digue,La digue,0,1911,\N,\N,"Drama,Short",5.6,15
tt0001586,movie,A Dog's Tale,A Dog's Tale,0,1911,\N,\N,\N,3.8,16
tt0001587,short,Don Pedro el Cruel,Don Pedro el Cruel,0,1911,\N,14,Short,3.9,24
tt0001588,short,The Dream,The Dream,0,1911,\N,11,"Drama,Short",5.4,204
tt0001590,short,Dæmonen,Dæmonen,0,1911,\N,5,Short,5.6,6
tt0001592,movie,In the Prime of Life,Ekspeditricen,0,1911,\N,52,Drama,5.5,15
tt0001593,short,Enoch Arden: Part I,Enoch Arden: Part I,0,1911,\N,17,"Drama,Short",6.3,365
tt0001594,short,Enoch Arden: Part II,Enoch Arden: Part II,0,1911,\N,17,"Drama,Short",6.3,325
tt0001598,short,The Failure,The Failure,0,1911,\N,18,"Romance,Short",5.7,41
tt0001607,short,Fate's Turning,Fate's Turning,0,1911,\N,17,"Romance,Short",5.6,67
tt0001613,short,Fighting Blood,Fighting Blood,0,1911,\N,18,"Action,Short,Western",5.3,155
tt0001614,short,The Four Devils,De fire djævle,0,1911,\N,60,"Drama,Short",6.1,29
tt0001615,short,Fisher Folks,Fisher Folks,0,1911,\N,17,"Drama,Short",4.9,38
tt0001618,short,Flo's Discipline,Flo's Discipline,0,1912,\N,12,"Comedy,Short",6.1,15
tt0001624,short,For aabent Tæppe,For aabent Tæppe,0,1912,\N,23,Short,5,43
tt0001630,movie,Der fremde Vogel,Der fremde Vogel,0,1911,\N,45,\N,6.2,28
tt0001632,short,Friday the 13th,Friday the 13th,0,1911,\N,\N,"Comedy,Short",6.4,47
tt0001642,short,Get Rich Quick,Get Rich Quick,0,1911,\N,13,"Drama,Short",5.2,39
tt0001654,short,Heart Beats of Long Ago,Heart Beats of Long Ago,0,1911,\N,17,"Drama,Romance,Short",5.3,37
tt0001655,short,The Heart of a Savage,The Heart of a Savage,0,1911,\N,\N,"Drama,Short",4,18
tt0001658,short,Henry VIII,Henry VIII,0,1911,\N,40,"Drama,History,Short",5.5,15
tt0001659,short,Her Awakening,Her Awakening,0,1911,\N,18,"Drama,Short",6.6,18
tt0001660,short,Her Crowning Glory,Her Crowning Glory,0,1911,\N,14,"Comedy,Short",5.7,208
tt0001668,short,The Highlander,The Highlander,0,1911,\N,18,"Romance,Short",4.2,36
tt0001671,short,His Daughter,His Daughter,0,1911,\N,17,"Drama,Short",4.8,34
tt0001680,short,His Trust: The Faithful Devotion and Self-Sacrifice of an Old Negro Servant,His Trust: The Faithful Devotion and Self-Sacrifice of an Old Negro Servant,0,1911,\N,14,"Drama,Short,War",5.1,609
tt0001681,short,His Trust Fulfilled,His Trust Fulfilled,0,1911,\N,11,"Drama,Short",4.8,283
tt0001692,short,The Great Moment,Im großen Augenblick,0,1911,\N,36,"Drama,Short",5.4,14
tt0001693,short,The Immortal Alamo,The Immortal Alamo,0,1911,\N,20,"History,Short,Western",7.1,23
tt0001695,short,In Old Madrid,In Old Madrid,0,1911,\N,11,"Comedy,Romance,Short",4.8,58
tt0001696,short,In the Days of '49,In the Days of '49,0,1911,\N,17,"Short,Western",4.2,12
tt0001701,short,The Indian Brothers,The Indian Brothers,0,1911,\N,18,"Drama,Short",4.6,76
tt0001706,movie,The Infant at Snakeville,The Infant at Snakeville,0,1911,\N,\N,\N,5.2,16
tt0001709,short,The Italian Barber,The Italian Barber,0,1911,\N,17,"Comedy,Short",5.6,37
tt0001715,short,Julius Caesar,Julius Caesar,0,1911,\N,\N,"Crime,History,Short",3.1,9
tt0001717,short,Järnbäraren,Järnbäraren,0,1911,\N,28,Short,3.4,24
tt0001722,short,A Knight of the Road,A Knight of the Road,0,1911,\N,18,"Comedy,Short",4.2,12
tt0001724,short,The Last Drop of Water,The Last Drop of Water,0,1911,\N,18,"Short,Western",5.8,264
tt0001728,short,The Last of the Mohicans,The Last of the Mohicans,0,1911,\N,\N,"Adventure,Short",7.7,15
tt0001732,short,The Lighthouse Keeper,The Lighthouse Keeper,0,1911,\N,\N,"Drama,Short",7.1,15
tt0001733,short,The Lily of the Tenements,The Lily of the Tenements,0,1911,\N,17,"Drama,Short",5.2,23
tt0001737,short,"Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics","Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics",0,1911,\N,7,"Animation,Comedy,Short",7.1,1683
tt0001738,short,Little Red Riding Hood,Little Red Riding Hood,0,1911,\N,\N,"Fantasy,Short",6.9,58
tt0001740,short,The Lonedale Operator,The Lonedale Operator,0,1911,\N,17,"Drama,Romance,Short",6.5,1191
tt0001741,short,The Long Road,The Long Road,0,1911,\N,17,"Drama,Short",4.4,23
tt0001742,short,Lost Illusions,Lost Illusions,0,1911,\N,\N,"Romance,Short",5.7,15
tt0001747,short,Lost in the Jungle,Lost in the Jungle,0,1911,\N,16,"Action,Adventure,Drama",4.9,23
tt0001753,short,Love in the Hills,Love in the Hills,0,1911,\N,18,"Drama,Short",5.1,19
tt0001761,short,Macbeth,Macbeth,0,1911,\N,14,"Drama,Short",5,6
tt0001762,short,Mrs. Pussy Loves Animals,Madame Babylas aime les animaux,0,1911,\N,9,"Comedy,Short",4.8,68
tt0001769,short,The Making of a Man,The Making of a Man,0,1911,\N,17,"Drama,Short",5.3,72
tt0001771,short,The Manicure Lady,The Manicure Lady,0,1911,\N,11,"Comedy,Short",5.5,150
tt0001772,short,A Manly Man,A Manly Man,0,1911,\N,10,"Drama,Short",5.6,22
tt0001776,short,Max Takes Tonics,Max victime du quinquina,0,1911,\N,17,"Comedy,Short",6.6,196
tt0001777,short,The Meeting of the Ways,The Meeting of the Ways,0,1912,\N,14,"Drama,Family,Short",5,18
tt0001779,short,The Message in the Bottle,The Message in the Bottle,0,1911,\N,10,"Drama,Short",7,16
tt0001787,short,The Mirror,The Mirror,0,1911,\N,6,"Comedy,Short",8.5,13
tt0001789,short,The Miser's Heart,The Miser's Heart,0,1911,\N,18,"Crime,Drama,Short",6.3,272
tt0001790,movie,"Les Misérables, Part 1: Jean Valjean",Les misérables - Époque 1: Jean Valjean,0,1913,\N,60,Drama,6,44
tt0001799,short,Moses Saved from the Waters,Moïse sauvé des eaux,0,1911,\N,\N,"Drama,Short",4.7,13
tt0001803,movie,The Mystery of a Hansom Cab,The Mystery of a Hansom Cab,0,1911,\N,\N,\N,4,11
tt0001812,movie,Oedipus Rex,Oedipus Rex,0,1911,\N,56,Drama,6.3,13
tt0001815,short,On the Brink,On the Brink,0,1911,\N,12,"Drama,Short",6.8,25
tt0001817,short,Only in the Way,Only in the Way,0,1911,\N,12,"Drama,Short",5.3,89
tt0001832,short,The Pirates of 1920,The Pirates of 1920,0,1911,\N,15,"Fantasy,Sci-Fi,Short",5.6,52
tt0001840,short,The Primal Call,The Primal Call,0,1911,\N,17,"Romance,Short",4.9,39
tt0001845,short,Pulgarcito,Pulgarcito,0,1912,\N,\N,Short,5.1,11
tt0001848,short,Railroad Raiders of '62,Railroad Raiders of '62,0,1911,\N,9,"Drama,Short,War",4.4,40
tt0001852,short,John Farley's Redemption,Rédemption,0,1909,\N,\N,"Drama,Short",4.9,12
tt0001856,short,The Revenue Man and the Girl,The Revenue Man and the Girl,0,1911,\N,17,"Drama,Short",4.7,49
tt0001857,short,Richard III,Richard III,0,1911,\N,23,"Biography,Drama,History",5.7,211
tt0001862,short,Queen of the Smugglers,The Romantic Story of Margaret Catchpole,0,1911,\N,\N,"Drama,Short",5.3,44
tt0001865,short,The Rose of Kentucky,The Rose of Kentucky,0,1911,\N,17,"Romance,Short",6,75
tt0001868,short,Abraham's Sacrifice,Le sacrifice d'Abraham,0,1911,\N,\N,"Drama,Short",5.1,9
tt0001871,short,Saved from Himself,Saved from Himself,0,1911,\N,17,"Drama,Short",4.7,54
tt0001872,short,The Scarlet Letter,The Scarlet Letter,0,1911,\N,\N,"Drama,Short",7.4,57
tt0001874,short,Science,Science,0,1911,\N,\N,"Drama,Short",7.8,12
tt0001877,short,She,She,0,1911,\N,24,"Fantasy,Sci-Fi,Short",5.3,69
tt0001886,short,The Siege of Calais,Le siège de Calais,0,1911,\N,\N,"Drama,Short,War",4.6,10
tt0001889,movie,Skæbnebæltet,Skæbnebæltet,0,1911,\N,\N,\N,4,14
tt0001892,movie,Den sorte drøm,Den sorte drøm,0,1911,\N,53,Drama,5.8,234
tt0001896,short,The Squaw's Love,The Squaw's Love,0,1911,\N,17,"Drama,Short,Western",5.2,71
tt0001910,short,Sweet Memories,Sweet Memories,0,1911,\N,10,"Drama,Romance,Short",5.5,69
tt0001911,movie,Nell Gwynne,Sweet Nell of Old Drury,0,1911,\N,50,"Biography,Drama,History",4.5,22
tt0001913,short,Swords and Hearts,Swords and Hearts,0,1911,\N,17,"Drama,Short,War",5.5,227
tt0001915,short,A Tale of Two Cities,A Tale of Two Cities,0,1911,\N,30,"Drama,History,Short",5.7,116
tt0001923,short,Their First Misunderstanding,Their First Misunderstanding,0,1911,\N,10,"Drama,Short",7.2,35
tt0001924,short,The Thief and the Girl,The Thief and the Girl,0,1911,\N,18,"Drama,Short",5.4,12
tt0001925,short,Three Million Dollars,Three Million Dollars,0,1911,\N,10,"Romance,Short,Western",4.9,42
tt0001926,short,The Three Musketeers: Part 2,The Three Musketeers: Part 2,0,1911,\N,\N,"Drama,Short",4.6,14
tt0001927,short,Three Sisters,Three Sisters,0,1911,\N,17,"Drama,Romance,Short",5,12
tt0001928,short,Through Darkened Vales,Through Darkened Vales,0,1911,\N,17,"Drama,Short",4.5,52
tt0001941,short,Troublesome Secretaries,Troublesome Secretaries,0,1911,\N,7,"Comedy,Short",5.2,82
tt0001949,short,The Two Paths,The Two Paths,0,1911,\N,17,"Drama,Short",5.6,27
tt0001956,short,Under the Stars and Bars,Under the Stars and Bars,0,1910,\N,13,"Drama,Short,War",6.1,16
tt0001957,short,Under forvandlingens lov,Under forvandlingens lov,0,1911,\N,31,"Drama,Romance,Short",4.9,52
tt0001963,short,Temptations of a Great City,Ved Fængslets Port,0,1911,\N,41,"Drama,Short",5.5,148
tt0001964,movie,The Traitress,Die Verräterin,0,1911,\N,48,Drama,6,82
tt0001967,short,Life as It Is,La vie telle qu'elle est,0,1911,\N,\N,"Drama,Short",5.9,11
tt0001969,short,Was He a Coward?,Was He a Coward?,0,1911,\N,17,"Short,Western",5.4,14
tt0001973,short,What Shall We Do with Our Old?,What Shall We Do with Our Old?,0,1911,\N,17,"Drama,Short",6.1,276
tt0001978,short,When a Man Loves,When a Man Loves,0,1911,\N,17,"Drama,Romance,Short",6.1,30
tt0001987,short,A Woman Scorned,A Woman Scorned,0,1911,\N,18,"Drama,Short",6.1,24
tt0001989,short,A Wreath of Orange Blossoms,A Wreath of Orange Blossoms,0,1911,\N,17,"Romance,Short",5,15
tt0001993,movie,L'électrocuté,L'électrocuté,0,1911,\N,\N,Sci-Fi,4,21
tt0001998,movie,The Adventures of Lieutenant Petrosino,The Adventures of Lieutenant Petrosino,0,1912,\N,47,Drama,4.5,34
tt0002020,short,Queen Elizabeth,Les amours de la reine Élisabeth,0,1912,\N,44,"Biography,Drama,History",4.5,131
tt0002022,movie,Anfisa,Anfisa,0,1912,\N,\N,Drama,7,10
tt0002026,movie,Anny - Story of a Prostitute,Anny - en gatepiges roman,0,1912,\N,68,"Drama,Romance",4,13
tt0002029,short,Poor Jenny,Die arme Jenny,0,1912,\N,34,Short,6.1,59
tt0002031,movie,As You Like It,As You Like It,0,1912,\N,\N,\N,4.8,20
tt0002033,short,Asesinato y entierro de Don José Canalejas,Asesinato y entierro de Don José Canalejas,0,1912,\N,5,Short,5.5,40
tt0002034,short,At Coney Island,At Coney Island,0,1912,\N,6,"Comedy,Short",5.3,49
tt0002041,short,The Baby and the Stork,The Baby and the Stork,0,1912,\N,18,"Crime,Drama,Short",3.9,60
tt0002045,short,The Ball Player and the Bandit,The Ball Player and the Bandit,0,1912,\N,12,"Drama,Romance,Short",4.3,84
tt0002046,movie,La Barrera número 13,La Barrera número 13,0,1913,\N,\N,\N,3.6,7
tt0002054,short,A Beast at Bay,A Beast at Bay,0,1912,\N,17,"Drama,Short",5.9,208
tt0002056,short,Prekrasnaya Lyukanida,Prekrasnaya Lyukanida,0,1912,\N,10,"Animation,Short",6.7,166
tt0002064,short,Billy's Stratagem,Billy's Stratagem,0,1912,\N,17,"Drama,Short",4.8,80
tt0002065,short,Black Sheep,Black Sheep,0,1912,\N,17,"Drama,Short",6.2,64
tt0002066,short,Blind Love,Blind Love,0,1912,\N,9,"Drama,Short",3.9,97
tt0002068,short,A Blot on the 'Scutcheon,A Blot on the 'Scutcheon,0,1912,\N,\N,"Drama,Short",5.1,53
tt0002070,short,The Brave Hunter,The Brave Hunter,0,1912,\N,7,"Comedy,Short",5.2,42
tt0002071,short,A Brave Little Woman,A Brave Little Woman,0,1912,\N,8,"Comedy,Romance,Short",4.1,17
tt0002078,short,Brutality,Brutality,0,1912,\N,33,"Drama,Short",5,65
tt0002082,short,The Burglar's Dilemma,The Burglar's Dilemma,0,1912,\N,15,"Drama,Short",6.1,398
tt0002083,short,The Fall of Troy,La caduta di Troia,0,1911,\N,28,"Short,War",6.1,267
tt0002093,short,A Change of Spirit,A Change of Spirit,0,1912,\N,17,"Romance,Short",4.6,39
tt0002095,short,The Chief's Blanket,The Chief's Blanket,0,1912,\N,\N,"Short,Western",4.9,38
tt0002096,short,A Child's Devotion,A Child's Devotion,0,1912,\N,15,"Drama,Short",3.9,16
tt0002097,short,A Child's Remorse,A Child's Remorse,0,1912,\N,17,"Drama,Short",4.2,37
tt0002098,short,Children Who Labor,Children Who Labor,0,1912,\N,13,"Drama,Short",5.9,146
